stock_item_key,stock_item,color,selling_package,buying_package,size_val,lead_time_days,quantity_per_outer,is_chiller_stock,tax_rate,unit_price,recommended_retail_price,typical_weight_per_unit,tk_stock_item,_version,date_from,date_to,recommended_retail_Price,typical_Weight_Per_Unit
355,10 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,False,14.0,30.0,44.85,6.0,354,1,1900-01-01,2021-11-20,,
356,10 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,False,14.0,15.0,22.43,5.0,355,1,1900-01-01,2021-11-20,,
357,Large sized bubblewrap roll 50m,Unknown,Each,Each,50m,14,10,False,14.0,24.0,35.88,10.0,356,1,1900-01-01,2021-11-20,,
358,Medium sized bubblewrap roll 20m,Unknown,Each,Each,20m,14,10,False,14.0,20.0,29.9,6.0,357,1,1900-01-01,2021-11-20,,
359,Small sized bubblewrap roll 10m,Unknown,Each,Each,10m,14,10,False,14.0,4.5,6.73,5.0,358,1,1900-01-01,2021-11-20,,
360,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,359,1,1900-01-01,2021-11-20,,
361,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,360,1,1900-01-01,2021-11-20,,
362,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,361,1,1900-01-01,2021-11-20,,
363,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,362,1,1900-01-01,2021-11-20,,
364,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,363,1,1900-01-01,2021-11-20,,
365,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,364,1,1900-01-01,2021-11-20,,
366,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,365,1,1900-01-01,2021-11-20,,
367,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,366,1,1900-01-01,2021-11-20,,
368,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,367,1,1900-01-01,2021-11-20,,
369,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,368,1,1900-01-01,2021-11-20,,
370,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,369,1,1900-01-01,2021-11-20,,
371,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,370,1,1900-01-01,2021-11-20,,
372,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,371,1,1900-01-01,2021-11-20,,
373,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,372,1,1900-01-01,2021-11-20,,
374,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,373,1,1900-01-01,2021-11-20,,
375,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,374,1,1900-01-01,2021-11-20,,
376,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,375,1,1900-01-01,2021-11-20,,
377,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,376,1,1900-01-01,2021-11-20,,
378,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,377,1,1900-01-01,2021-11-20,,
379,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,378,1,1900-01-01,2021-11-20,,
380,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,379,1,1900-01-01,2021-11-20,,
381,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,380,1,1900-01-01,2021-11-20,,
382,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,381,1,1900-01-01,2021-11-20,,
383,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,382,1,1900-01-01,2021-11-20,,
384,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,383,1,1900-01-01,2021-11-20,,
385,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,384,1,1900-01-01,2021-11-20,,
386,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,385,1,1900-01-01,2021-11-20,,
387,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,386,1,1900-01-01,2021-11-20,,
388,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,387,1,1900-01-01,2021-11-20,,
389,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,388,1,1900-01-01,2021-11-20,,
390,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,389,1,1900-01-01,2021-11-20,,
391,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,345.0,515.78,21.0,390,1,1900-01-01,2021-11-20,,
392,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,391,1,1900-01-01,2021-11-20,,
393,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,392,1,1900-01-01,2021-11-20,,
394,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,393,1,1900-01-01,2021-11-20,,
395,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,394,1,1900-01-01,2021-11-20,,
396,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,395,1,1900-01-01,2021-11-20,,
397,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,396,1,1900-01-01,2021-11-20,,
398,Office cube periscope (Black),Black,Each,Carton,Unknown,14,10,False,14.0,18.5,27.66,0.25,397,1,1900-01-01,2021-11-20,,
399,The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,3XS,7,12,False,7.0,18.0,26.91,0.25,398,1,1900-01-01,2021-11-20,,
400,The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,XXS,7,12,False,7.0,18.0,26.91,0.25,399,1,1900-01-01,2021-11-20,,
401,The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,XS,7,12,False,7.0,18.0,26.91,0.25,400,1,1900-01-01,2021-11-20,,
402,The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,S,7,12,False,7.0,18.0,26.91,0.3,401,1,1900-01-01,2021-11-20,,
403,The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,M,7,12,False,7.0,18.0,26.91,0.35,402,1,1900-01-01,2021-11-20,,
404,The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,L,7,12,False,7.0,18.0,26.91,0.35,403,1,1900-01-01,2021-11-20,,
405,The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,XL,7,12,False,7.0,18.0,26.91,0.35,404,1,1900-01-01,2021-11-20,,
406,The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,XXL,7,12,False,7.0,18.0,26.91,0.4,405,1,1900-01-01,2021-11-20,,
407,The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,3XL,7,12,False,7.0,18.0,26.91,0.4,406,1,1900-01-01,2021-11-20,,
408,The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,4XL,7,12,False,7.0,18.0,26.91,0.4,407,1,1900-01-01,2021-11-20,,
409,The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,5XL,7,12,False,7.0,18.0,26.91,0.4,408,1,1900-01-01,2021-11-20,,
410,The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,6XL,7,12,False,7.0,18.0,26.91,0.4,409,1,1900-01-01,2021-11-20,,
411,The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,7XL,7,12,False,7.0,18.0,26.91,0.45,410,1,1900-01-01,2021-11-20,,
412,The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,3XS,7,12,False,7.0,18.0,26.91,0.25,411,1,1900-01-01,2021-11-20,,
413,The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,XXS,7,12,False,7.0,18.0,26.91,0.25,412,1,1900-01-01,2021-11-20,,
414,The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,XS,7,12,False,7.0,18.0,26.91,0.25,413,1,1900-01-01,2021-11-20,,
415,The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,S,7,12,False,7.0,18.0,26.91,0.3,414,1,1900-01-01,2021-11-20,,
416,The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,M,7,12,False,7.0,18.0,26.91,0.35,415,1,1900-01-01,2021-11-20,,
417,The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,L,7,12,False,7.0,18.0,26.91,0.35,416,1,1900-01-01,2021-11-20,,
418,The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,XL,7,12,False,7.0,18.0,26.91,0.35,417,1,1900-01-01,2021-11-20,,
419,The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,XXL,7,12,False,7.0,18.0,26.91,0.4,418,1,1900-01-01,2021-11-20,,
420,The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,3XL,7,12,False,7.0,18.0,26.91,0.4,419,1,1900-01-01,2021-11-20,,
421,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,4XL,7,12,False,7.0,18.0,26.91,0.4,420,1,1900-01-01,2021-11-20,,
422,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,5XL,7,12,False,7.0,18.0,26.91,0.4,421,1,1900-01-01,2021-11-20,,
423,The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,6XL,7,12,False,7.0,18.0,26.91,0.4,422,1,1900-01-01,2021-11-20,,
424,The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,7XL,7,12,False,7.0,18.0,26.91,0.45,423,1,1900-01-01,2021-11-20,,
425,Alien officer hoodie (Black) XL,Black,Each,Each,XL,12,1,False,12.0,35.0,52.33,0.4,424,1,1900-01-01,2021-11-20,,
426,Alien officer hoodie (Black) XXL,Black,Each,Each,XXL,12,1,False,12.0,35.0,52.33,0.4,425,1,1900-01-01,2021-11-20,,
427,Alien officer hoodie (Black) 3XL,Black,Each,Each,3XL,12,1,False,12.0,35.0,52.33,0.4,426,1,1900-01-01,2021-11-20,,
428,Alien officer hoodie (Black) 4XL,Black,Each,Each,4XL,12,1,False,12.0,35.0,52.33,0.4,427,1,1900-01-01,2021-11-20,,
429,Alien officer hoodie (Black) 5XL,Black,Each,Each,5XL,12,1,False,12.0,35.0,52.33,0.4,428,1,1900-01-01,2021-11-20,,
430,Superhero action jacket (Blue) 3XS,Blue,Each,Each,3XS,12,1,False,12.0,25.0,37.38,0.3,429,1,1900-01-01,2021-11-20,,
431,Superhero action jacket (Blue) XXS,Blue,Each,Each,XXS,12,1,False,12.0,25.0,37.38,0.3,430,1,1900-01-01,2021-11-20,,
432,Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,False,12.0,25.0,37.38,0.3,431,1,1900-01-01,2021-11-20,,
433,Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,False,12.0,25.0,37.38,0.3,432,1,1900-01-01,2021-11-20,,
434,Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,False,12.0,30.0,44.85,0.35,433,1,1900-01-01,2021-11-20,,
435,Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,False,12.0,30.0,44.85,0.35,434,1,1900-01-01,2021-11-20,,
436,Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,False,12.0,30.0,44.85,0.35,435,1,1900-01-01,2021-11-20,,
437,Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,False,12.0,30.0,44.85,0.35,436,1,1900-01-01,2021-11-20,,
438,Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,False,12.0,34.0,50.83,0.4,437,1,1900-01-01,2021-11-20,,
439,Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,False,12.0,34.0,50.83,0.4,438,1,1900-01-01,2021-11-20,,
440,Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,False,12.0,34.0,50.83,0.4,439,1,1900-01-01,2021-11-20,,
441,Furry animal socks (Pink) S,Unknown,Pair,Packet,S,12,12,False,12.0,5.0,7.48,0.1,440,1,1900-01-01,2021-11-20,,
442,Furry animal socks (Pink) M,Unknown,Pair,Packet,M,12,12,False,12.0,5.0,7.48,0.1,441,1,1900-01-01,2021-11-20,,
443,Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,False,12.0,5.0,7.48,0.1,442,1,1900-01-01,2021-11-20,,
444,Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,False,12.0,5.0,7.48,0.1,443,1,1900-01-01,2021-11-20,,
445,Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,444,1,1900-01-01,2021-11-20,,
446,Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,True,3.0,14.5,20.74,0.5,445,1,1900-01-01,2021-11-20,,
447,Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,446,1,1900-01-01,2021-11-20,,
448,Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,447,1,1900-01-01,2021-11-20,,
449,Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,448,1,1900-01-01,2021-11-20,,
450,Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,449,1,1900-01-01,2021-11-20,,
451,White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,450,1,1900-01-01,2021-11-20,,
452,White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,451,1,1900-01-01,2021-11-20,,
453,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,452,1,1900-01-01,2021-11-20,,
454,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,453,1,1900-01-01,2021-11-20,,
455,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,454,1,1900-01-01,2021-11-20,,
456,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,455,1,1900-01-01,2021-11-20,,
457,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,456,1,1900-01-01,2021-11-20,,
458,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,457,1,1900-01-01,2021-11-20,,
459,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,458,1,1900-01-01,2021-11-20,,
460,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,459,1,1900-01-01,2021-11-20,,
461,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,460,1,1900-01-01,2021-11-20,,
462,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,461,1,1900-01-01,2021-11-20,,
463,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,462,1,1900-01-01,2021-11-20,,
464,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,463,1,1900-01-01,2021-11-20,,
465,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,464,1,1900-01-01,2021-11-20,,
466,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,465,1,1900-01-01,2021-11-20,,
467,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,466,1,1900-01-01,2021-11-20,,
468,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,467,1,1900-01-01,2021-11-20,,
469,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,468,1,1900-01-01,2021-11-20,,
470,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,469,1,1900-01-01,2021-11-20,,
471,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,470,1,1900-01-01,2021-11-20,,
472,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,471,1,1900-01-01,2021-11-20,,
473,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,472,1,1900-01-01,2021-11-20,,
474,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,473,1,1900-01-01,2021-11-20,,
475,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,474,1,1900-01-01,2021-11-20,,
476,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,475,1,1900-01-01,2021-11-20,,
477,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,476,1,1900-01-01,2021-11-20,,
478,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,477,1,1900-01-01,2021-11-20,,
479,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,478,1,1900-01-01,2021-11-20,,
480,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,479,1,1900-01-01,2021-11-20,,
481,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,480,1,1900-01-01,2021-11-20,,
482,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,481,1,1900-01-01,2021-11-20,,
483,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,482,1,1900-01-01,2021-11-20,,
484,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,483,1,1900-01-01,2021-11-20,,
485,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,484,1,1900-01-01,2021-11-20,,
486,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,485,1,1900-01-01,2021-11-20,,
487,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,486,1,1900-01-01,2021-11-20,,
488,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,487,1,1900-01-01,2021-11-20,,
489,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,488,1,1900-01-01,2021-11-20,,
490,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,489,1,1900-01-01,2021-11-20,,
491,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,490,1,1900-01-01,2021-11-20,,
492,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,491,1,1900-01-01,2021-11-20,,
493,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,492,1,1900-01-01,2021-11-20,,
494,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,493,1,1900-01-01,2021-11-20,,
495,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,494,1,1900-01-01,2021-11-20,,
496,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,345.0,515.78,21.0,495,1,1900-01-01,2021-11-20,,
497,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,496,1,1900-01-01,2021-11-20,,
498,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,497,1,1900-01-01,2021-11-20,,
499,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,498,1,1900-01-01,2021-11-20,,
500,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,499,1,1900-01-01,2021-11-20,,
501,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,500,1,1900-01-01,2021-11-20,,
502,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,501,1,1900-01-01,2021-11-20,,
503,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,502,1,1900-01-01,2021-11-20,,
504,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,503,1,1900-01-01,2021-11-20,,
505,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,504,1,1900-01-01,2021-11-20,,
506,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,505,1,1900-01-01,2021-11-20,,
507,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,506,1,1900-01-01,2021-11-20,,
508,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,507,1,1900-01-01,2021-11-20,,
509,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,508,1,1900-01-01,2021-11-20,,
510,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,509,1,1900-01-01,2021-11-20,,
511,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,510,1,1900-01-01,2021-11-20,,
512,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,511,1,1900-01-01,2021-11-20,,
513,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,512,1,1900-01-01,2021-11-20,,
514,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,513,1,1900-01-01,2021-11-20,,
515,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,514,1,1900-01-01,2021-11-20,,
516,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,515,1,1900-01-01,2021-11-20,,
517,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,516,1,1900-01-01,2021-11-20,,
518,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,517,1,1900-01-01,2021-11-20,,
519,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,518,1,1900-01-01,2021-11-20,,
520,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,519,1,1900-01-01,2021-11-20,,
521,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,520,1,1900-01-01,2021-11-20,,
522,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,521,1,1900-01-01,2021-11-20,,
523,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,522,1,1900-01-01,2021-11-20,,
524,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,523,1,1900-01-01,2021-11-20,,
525,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,524,1,1900-01-01,2021-11-20,,
526,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,525,1,1900-01-01,2021-11-20,,
527,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,526,1,1900-01-01,2021-11-20,,
528,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,527,1,1900-01-01,2021-11-20,,
529,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,528,1,1900-01-01,2021-11-20,,
530,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,529,1,1900-01-01,2021-11-20,,
531,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,530,1,1900-01-01,2021-11-20,,
